Date,Open,High,Low,Close,Adj Close,Volume
2019-08-12,16.230000,16.469999,15.639000,16.010000,16.010000,2300600
2019-08-13,15.950000,16.530001,15.560000,16.139999,16.139999,2105300
2019-08-14,15.790000,15.890000,14.740000,15.130000,15.130000,3767800
2019-08-15,15.230000,15.235000,14.590000,14.690000,14.690000,1789900
2019-08-16,14.900000,15.590000,14.880000,15.390000,15.390000,2037900
2019-08-19,15.690000,15.925000,15.420000,15.770000,15.770000,1666100
2019-08-20,16.299999,16.299999,15.525000,15.890000,15.890000,1732500
2019-08-21,16.190001,16.200001,15.420000,15.650000,15.650000,1615700
2019-08-22,15.780000,15.850000,15.170000,15.470000,15.470000,1243800
2019-08-23,15.290000,15.440000,14.550000,14.660000,14.660000,1458800
2019-08-26,14.900000,15.240000,14.690000,15.180000,15.180000,1445100
2019-08-27,15.320000,15.452000,14.730000,14.840000,14.840000,1155600
2019-08-28,14.710000,15.100000,14.600000,14.820000,14.820000,1411500
2019-08-29,14.970000,15.250000,14.880000,15.170000,15.170000,1035800
2019-08-30,15.270000,15.390000,15.040000,15.330000,15.330000,1780600
2019-09-03,15.310000,15.560000,14.675000,14.790000,14.790000,1546100
2019-09-04,15.080000,15.410000,14.900000,15.330000,15.330000,1141800
2019-09-05,15.510000,15.800000,15.235000,15.300000,15.300000,1253300
2019-09-06,15.300000,15.452000,14.980000,15.030000,15.030000,813200
2019-09-09,15.050000,15.365000,14.800000,14.950000,14.950000,1777900
2019-09-10,14.960000,15.141000,14.620000,14.930000,14.930000,1567200
2019-09-11,14.930000,15.680000,14.920000,15.640000,15.640000,1536200
2019-09-12,15.790000,15.930000,15.410000,15.830000,15.830000,1165500
2019-09-13,15.900000,16.150000,15.750000,15.960000,15.960000,1305100
2019-09-16,15.960000,16.639999,15.920000,16.459999,16.459999,2313100
2019-09-17,16.530001,17.530001,16.400000,17.480000,17.480000,2262400
2019-09-18,17.480000,17.570000,17.100000,17.370001,17.370001,1749300
2019-09-19,17.330000,17.695000,17.330000,17.459999,17.459999,1287800
2019-09-20,17.430000,17.625000,17.160000,17.299999,17.299999,2310800
2019-09-23,17.219999,17.670000,17.000000,17.540001,17.540001,1488000
2019-09-24,17.510000,17.629999,16.500000,16.680000,16.680000,3110800
2019-09-25,16.799999,17.010000,16.330000,16.930000,16.930000,1775500
2019-09-26,16.910000,17.700001,16.424999,16.639999,16.639999,4395800
2019-09-27,16.600000,16.730000,15.860000,16.139999,16.139999,2164600
2019-09-30,16.209999,16.860001,15.930000,16.705000,16.705000,1681800
2019-10-01,16.719999,17.120001,16.184999,16.260000,16.260000,1333900
2019-10-02,15.990000,16.000000,15.445000,15.500000,15.500000,1670800
2019-10-03,15.520000,15.780000,15.020000,15.770000,15.770000,1121200
2019-10-04,15.980000,16.240000,15.630000,16.219999,16.219999,1083300
2019-10-07,16.160000,16.673000,15.910000,16.520000,16.520000,2281200
2019-10-08,16.270000,16.740000,16.183001,16.549999,16.549999,1997600
2019-10-09,16.780001,16.889999,16.490000,16.684999,16.684999,1039500
2019-10-10,16.690001,17.180000,16.670000,16.940001,16.940001,1060300
2019-10-11,17.360001,17.950001,17.309999,17.510000,17.510000,1635700
2019-10-14,17.469999,17.549999,17.080000,17.209999,17.209999,808300
2019-10-15,17.160000,17.368999,17.000000,17.215000,17.215000,876700
2019-10-16,17.000000,17.350000,16.830000,16.934999,16.934999,1124900
2019-10-17,17.059999,17.260000,16.639999,16.770000,16.770000,812600
2019-10-18,16.700001,17.290001,16.570000,17.000000,17.000000,1602300
2019-10-21,17.160000,17.340000,16.750000,17.049999,17.049999,1204000
2019-10-22,17.000000,17.000000,15.250000,15.260000,15.260000,2258900
2019-10-23,15.310000,16.000000,15.250000,15.930000,15.930000,2001400
2019-10-24,16.059999,16.059999,15.340000,15.670000,15.670000,1191500
2019-10-25,15.580000,15.760000,15.096000,15.240000,15.240000,1256600
2019-10-28,15.430000,16.070000,15.400000,15.860000,15.860000,1335600
2019-10-29,15.780000,16.145000,15.540000,15.970000,15.970000,1229700
2019-10-30,15.950000,15.980000,15.450000,15.860000,15.860000,959500
2019-10-31,15.870000,16.100000,15.300000,15.540000,15.540000,1095100
2019-11-01,15.630000,15.830000,15.500000,15.590000,15.590000,950700
2019-11-04,15.800000,15.940000,14.880000,14.915000,14.915000,1749400
2019-11-05,14.970000,15.140000,14.460000,14.950000,14.950000,1650300
2019-11-06,14.930000,15.355000,14.730000,14.850000,14.850000,1169100
2019-11-07,14.960000,15.260000,14.730000,14.770000,14.770000,2359000
2019-11-08,14.760000,15.080000,14.700000,14.740000,14.740000,1836200
2019-11-11,14.850000,15.260000,14.300000,14.430000,14.430000,2087200
2019-11-12,14.440000,14.700000,14.130000,14.485000,14.485000,2606600
2019-11-13,14.880000,14.880000,12.900000,13.770000,13.770000,6213200
2019-11-14,13.880000,14.480000,13.880000,14.400000,14.400000,3313400
2019-11-15,14.540000,14.840000,14.310000,14.710000,14.710000,2724900
2019-11-18,14.640000,14.710000,14.250000,14.440000,14.440000,1761200
2019-11-19,14.460000,14.525000,14.020000,14.090000,14.090000,1645400
2019-11-20,14.050000,14.050000,13.470000,13.540000,13.540000,2815000
2019-11-21,13.490000,13.725000,13.260000,13.420000,13.420000,1445100
2019-11-22,13.470000,13.630000,13.410000,13.490000,13.490000,1097600
2019-11-25,13.500000,13.870000,13.470000,13.750000,13.750000,1103500
2019-11-26,13.740000,13.895000,13.641000,13.790000,13.790000,1024600
2019-11-27,14.000000,14.250000,13.910000,13.990000,13.990000,1280400
2019-11-29,13.810000,14.090000,13.800000,13.880000,13.880000,717300
2019-12-02,13.890000,13.955000,13.500000,13.550000,13.550000,937700
2019-12-03,13.400000,13.551000,13.100000,13.510000,13.510000,1269400
2019-12-04,13.670000,13.810000,13.320000,13.350000,13.350000,1088400
2019-12-05,13.430000,13.580000,13.200000,13.210000,13.210000,1195000
2019-12-06,13.320000,13.625000,13.260000,13.620000,13.620000,1552800
2019-12-09,13.520000,13.740000,13.260000,13.310000,13.310000,1394200
2019-12-10,13.330000,13.390000,13.120000,13.260000,13.260000,1603700
2019-12-11,13.280000,13.570000,13.155000,13.190000,13.190000,1149800
2019-12-12,13.220000,14.190000,13.200000,14.170000,14.170000,2404900
2019-12-13,14.030000,14.340000,13.800000,13.940000,13.940000,2092500
2019-12-16,13.960000,14.790000,13.940000,14.260000,14.260000,2687500
2019-12-17,14.350000,14.630000,14.187000,14.290000,14.290000,2163800
2019-12-18,14.360000,14.715000,14.260000,14.670000,14.670000,1789100
2019-12-19,14.550000,14.870000,14.460000,14.790000,14.790000,1869700
2019-12-20,14.840000,14.905000,14.255000,14.370000,14.370000,2274000
2019-12-23,14.500000,14.520000,14.180000,14.400000,14.400000,1327600
2019-12-24,14.450000,14.665000,14.410000,14.590000,14.590000,585000
2019-12-26,14.660000,14.710000,14.400000,14.550000,14.550000,639200
2019-12-27,14.530000,14.620000,14.085000,14.160000,14.160000,841100
2019-12-30,14.160000,14.385000,13.690000,13.740000,13.740000,1541300
2019-12-31,13.730000,13.890000,13.590000,13.810000,13.810000,1169300
2020-01-02,13.990000,14.190000,13.770000,14.185000,14.185000,1144700
2020-01-03,14.000000,14.515000,13.770000,14.370000,14.370000,1080500
2020-01-06,14.240000,14.420000,13.660000,14.380000,14.380000,1456900
2020-01-07,14.370000,14.710000,14.270000,14.700000,14.700000,966000
2020-01-08,14.670000,14.780000,14.460000,14.640000,14.640000,1889800
2020-01-09,14.710000,15.190000,14.580000,15.000000,15.000000,1530100
2020-01-10,15.150000,15.179000,14.800000,14.910000,14.910000,1007700
2020-01-13,14.900000,15.270000,14.760000,15.240000,15.240000,1512000
2020-01-14,15.100000,15.550000,15.059000,15.270000,15.270000,1748100
