Date,Open,High,Low,Close,Adj Close,Volume
2019-08-12,44.880001,45.099998,43.900002,44.209999,44.209999,1545500
2019-08-13,44.000000,45.919998,43.750000,45.619999,45.619999,1384100
2019-08-14,44.230000,44.469002,43.130001,43.910000,43.910000,1663100
2019-08-15,44.270000,44.610001,43.610001,44.130001,44.130001,2132400
2019-08-16,44.930000,45.580002,44.639999,44.810001,44.810001,1414500
2019-08-19,45.610001,45.990002,44.325001,44.540001,44.540001,2133100
2019-08-20,44.360001,44.950001,43.735001,44.630001,44.630001,1911500
2019-08-21,45.000000,45.880001,44.660000,45.020000,45.020000,1259200
2019-08-22,45.340000,45.340000,44.220001,44.724998,44.724998,1254600
2019-08-23,44.660000,45.240002,43.770000,43.980000,43.980000,1247500
2019-08-26,44.630001,45.340000,43.910000,45.230000,45.230000,1183300
2019-08-27,45.669998,45.669998,44.169998,44.759998,44.759998,1340200
2019-08-28,44.450001,45.570000,44.080002,45.439999,45.439999,1349700
2019-08-29,45.910000,46.630001,45.680000,46.419998,46.419998,1215100
2019-08-30,46.900002,46.980000,45.830002,46.689999,46.689999,1630400
2019-09-03,46.570000,47.349998,46.090000,46.610001,46.610001,2236000
2019-09-04,47.200001,47.755001,46.419998,46.849998,46.849998,2322000
2019-09-05,47.480000,47.490002,45.520000,46.250000,46.250000,6858000
2019-09-06,55.700001,57.299999,54.099998,56.270000,56.270000,25958200
2019-09-09,56.000000,59.740002,55.549999,58.570000,58.570000,9313800
2019-09-10,56.230000,60.803001,55.799999,59.910000,59.910000,8136900
2019-09-11,59.500000,63.450001,59.178001,63.299999,63.299999,5257400
2019-09-12,62.970001,64.180000,62.299999,62.930000,62.930000,5089500
2019-09-13,62.990002,63.990002,62.410000,62.490002,62.490002,3438900
2019-09-16,61.049999,62.851002,59.990002,61.880001,61.880001,4190600
2019-09-17,61.160000,62.115002,61.040001,61.900002,61.900002,3333700
2019-09-18,61.849998,63.830002,61.500000,63.299999,63.299999,3659500
2019-09-19,63.130001,63.625000,62.599998,63.360001,63.360001,3615000
2019-09-20,63.720001,65.070000,63.509998,64.800003,64.800003,8976600
2019-09-23,64.510002,64.779999,63.799999,64.519997,64.519997,4093200
2019-09-24,64.699997,64.779999,61.375000,61.720001,61.720001,4428300
2019-09-25,61.740002,62.860001,60.610001,62.610001,62.610001,2786300
2019-09-26,62.310001,62.700001,61.540001,62.389999,62.389999,1825100
2019-09-27,62.709999,62.889999,60.130001,60.639999,60.639999,2277600
2019-09-30,60.619999,62.220001,59.580002,61.919998,61.919998,2228800
2019-10-01,62.029999,62.240002,60.650002,60.889999,60.889999,2744100
2019-10-02,60.799999,61.037998,59.770000,60.759998,60.759998,2879200
2019-10-03,61.450001,63.000000,60.380001,62.209999,62.209999,5346100
2019-10-04,62.459999,63.380001,61.930000,62.400002,62.400002,2598400
2019-10-07,62.570000,65.599998,62.080002,65.050003,65.050003,4845700
2019-10-08,64.400002,65.364998,63.060001,64.620003,64.620003,3478400
2019-10-09,65.260002,67.610001,64.699997,67.040001,67.040001,4472300
2019-10-10,66.809998,67.769997,66.510002,67.139999,67.139999,2667000
2019-10-11,67.800003,68.110001,65.610001,66.529999,66.529999,2678500
2019-10-14,66.730003,67.769997,66.620003,67.089996,67.089996,1618700
2019-10-15,67.639999,67.940002,66.849998,66.989998,66.989998,1758300
2019-10-16,67.169998,68.169998,65.849998,67.059998,67.059998,2238500
2019-10-17,67.150002,67.625000,66.150002,66.720001,66.720001,1565000
2019-10-18,66.550003,66.879997,61.680000,64.519997,64.519997,3705900
2019-10-21,64.910004,66.320000,64.629997,66.029999,66.029999,2172300
2019-10-22,66.110001,66.370003,62.939999,63.200001,63.200001,2185000
2019-10-23,62.959999,64.889999,62.060001,62.830002,62.830002,2382900
2019-10-24,63.709999,65.220001,63.369999,64.910004,64.910004,1518100
2019-10-25,64.620003,66.110001,64.199997,65.400002,65.400002,1051900
2019-10-28,65.669998,66.870003,65.589996,66.370003,66.370003,1159900
2019-10-29,66.190002,67.099998,65.830002,66.389999,66.389999,1125400
2019-10-30,66.629997,66.900002,65.239998,66.769997,66.769997,1209600
2019-10-31,66.769997,66.769997,64.970001,66.190002,66.190002,1191400
2019-11-01,66.779999,68.000000,65.779999,66.879997,66.879997,1791200
2019-11-04,68.000000,69.889999,67.620003,68.449997,68.449997,3044900
2019-11-05,68.610001,68.839996,65.910004,66.000000,66.000000,2233400
2019-11-06,66.279999,66.309998,64.250000,66.080002,66.080002,1989600
2019-11-07,66.250000,67.349998,65.320000,65.410004,65.410004,1210900
2019-11-08,65.470001,66.790001,65.004997,66.730003,66.730003,1331000
2019-11-11,66.650002,68.470001,66.540001,67.250000,67.250000,1335100
2019-11-12,67.480003,67.766998,66.360001,67.010002,67.010002,1268800
2019-11-13,66.690002,68.029999,66.447998,67.820000,67.820000,1110200
2019-11-14,68.000000,68.599998,67.400002,67.750000,67.750000,988400
2019-11-15,67.900002,68.470001,67.080002,67.779999,67.779999,1151300
2019-11-18,67.480003,67.750000,66.239998,66.660004,66.660004,1756800
2019-11-19,66.919998,67.150002,65.828003,66.570000,66.570000,2483700
2019-11-20,66.540001,68.300003,66.400002,67.889999,67.889999,1878300
2019-11-21,69.290001,71.500000,69.197998,69.940002,69.940002,3687100
2019-11-22,70.300003,71.309998,69.290001,71.120003,71.120003,2055800
2019-11-25,71.629997,73.220001,71.260002,71.500000,71.500000,3016800
2019-11-26,71.750000,72.610001,70.730003,72.309998,72.309998,1765800
2019-11-27,72.160004,72.690002,71.180000,71.660004,71.660004,1115600
2019-11-29,71.440002,71.970001,70.879997,71.209999,71.209999,691700
2019-12-02,72.440002,72.500000,68.366997,69.919998,69.919998,2258600
2019-12-03,67.690002,70.870003,66.970001,70.680000,70.680000,2003300
2019-12-04,71.010002,71.900002,69.099998,70.000000,70.000000,2347900
2019-12-05,70.199997,70.466003,68.949997,69.500000,69.500000,3233000
2019-12-06,74.940002,75.849998,71.059998,75.570000,75.570000,9987500
2019-12-09,75.510002,76.279999,73.900002,75.459999,75.459999,2735700
2019-12-10,75.300003,75.375999,71.790001,72.790001,72.790001,3156200
2019-12-11,72.849998,72.959999,71.199997,72.459999,72.459999,1951500
2019-12-12,72.760002,72.830002,71.438004,71.970001,71.970001,1419400
2019-12-13,71.779999,73.949997,71.779999,73.720001,73.720001,2317200
2019-12-16,74.094002,74.830002,73.230003,73.639999,73.639999,1407400
2019-12-17,73.639999,73.970001,72.709999,73.629997,73.629997,1930700
2019-12-18,73.349998,75.059998,73.080002,73.550003,73.550003,1401700
2019-12-19,73.410004,74.449997,73.169998,73.379997,73.379997,999100
2019-12-20,74.209999,74.250000,73.059998,74.180000,74.180000,1641000
2019-12-23,74.010002,74.400002,73.160004,73.349998,73.349998,995400
2019-12-24,73.199997,73.870003,72.860001,73.699997,73.699997,361800
2019-12-26,73.800003,75.019997,73.500000,74.440002,74.440002,1011600
2019-12-27,74.940002,74.980003,73.550003,74.389999,74.389999,924500
2019-12-30,74.129997,74.500000,72.199997,73.750000,73.750000,1266000
2019-12-31,73.669998,74.290001,73.139999,74.110001,74.110001,799600
2020-01-02,74.309998,76.830002,74.110001,75.900002,75.900002,2043300
2020-01-03,74.870003,75.809998,73.680000,75.559998,75.559998,1255500
2020-01-06,74.379997,75.459999,73.720001,75.389999,75.389999,2271300
2020-01-07,75.669998,75.669998,74.010002,75.239998,75.239998,2289200
2020-01-08,75.129997,76.900002,74.809998,76.269997,76.269997,3421300
2020-01-09,76.489998,77.010002,75.529999,75.800003,75.800003,1849700
2020-01-10,75.550003,75.849998,74.360001,74.830002,74.830002,2317300
2020-01-13,73.690002,74.830002,72.813004,74.150002,74.150002,1617100
2020-01-14,73.959999,74.360001,71.680000,72.800003,72.800003,2158300
2020-01-15,73.000000,75.139999,72.720001,73.029999,73.029999,1528500
2020-01-16,73.199997,74.089996,72.629997,73.080002,73.080002,1148200
2020-01-17,73.430000,73.709999,72.264999,72.529999,72.529999,1958300
2020-01-21,72.349998,74.830002,72.040001,73.129997,73.129997,1935900
2020-01-22,73.699997,75.190002,73.699997,74.400002,74.400002,1799100
2020-01-23,74.610001,74.735001,73.150002,74.330002,74.330002,1823900
2020-01-24,74.720001,75.980003,73.089996,74.180000,74.180000,1399500
2020-01-27,72.410004,73.290001,70.550003,72.769997,72.769997,1584300
2020-01-28,73.059998,75.199997,72.780998,74.930000,74.930000,1169400
2020-01-29,75.300003,77.769997,74.930000,76.919998,76.919998,2615800
2020-01-30,76.699997,79.260002,76.269997,79.110001,79.110001,2672800
2020-01-31,78.830002,80.260002,77.160004,78.510002,78.510002,2502800
2020-02-03,79.099998,80.739998,79.040001,80.629997,80.629997,1735100
2020-02-04,81.459999,83.199997,80.460999,82.019997,82.019997,2372400
2020-02-05,82.910004,83.300003,79.930000,80.739998,80.739998,1584700
2020-02-06,80.699997,82.000000,80.589996,81.440002,81.440002,825400
2020-02-07,81.440002,84.040001,80.889999,83.160004,83.160004,1517400
2020-02-10,82.949997,85.080002,82.870003,84.610001,84.610001,1839500
2020-02-11,84.860001,85.980003,84.260002,85.330002,85.330002,1125400
2020-02-12,87.180000,87.410004,84.239998,87.330002,87.330002,1624000
2020-02-13,87.110001,88.480003,86.919998,88.029999,88.029999,1770400
2020-02-14,88.430000,89.599998,88.000000,89.410004,89.410004,1122300
2020-02-18,88.830002,91.019997,88.500000,90.760002,90.760002,1167800
2020-02-19,91.680000,92.550003,90.860001,91.489998,91.489998,1599500
2020-02-20,91.779999,92.519997,87.510002,90.309998,90.309998,1806300
2020-02-21,89.989998,91.110001,87.080002,88.730003,88.730003,2238700
2020-02-24,83.610001,86.995003,80.139999,86.370003,86.370003,2206500
2020-02-25,87.389999,88.089996,82.669998,83.059998,83.059998,1962700
2020-02-26,83.120003,86.459999,82.830002,83.580002,83.580002,1908100
2020-02-27,80.190002,86.440002,76.180000,83.209999,83.209999,2852800
2020-02-28,80.110001,86.879997,79.889999,86.309998,86.309998,3016000
2020-03-02,87.389999,88.544998,84.809998,87.959999,87.959999,2521300
2020-03-03,87.769997,88.370003,83.500000,85.809998,85.809998,1965200
2020-03-04,87.480003,89.550003,85.870003,89.550003,89.550003,1988400
2020-03-05,88.070000,90.735001,87.660004,88.599998,88.599998,2102500
2020-03-06,87.099998,87.779999,81.250000,84.019997,84.019997,2573800
2020-03-09,77.180000,80.970001,75.254997,77.629997,77.629997,3110400
2020-03-10,80.000000,80.000000,75.300003,79.820000,79.820000,2338800
2020-03-11,78.540001,80.349998,74.059998,75.000000,75.000000,2708400
2020-03-12,68.353996,71.699997,64.879997,68.680000,68.680000,4354300
2020-03-13,75.019997,79.589996,70.019997,77.320000,77.320000,6006400
2020-03-16,68.879997,85.750000,66.120003,72.309998,72.309998,7015000
2020-03-17,73.070000,75.632004,68.519997,70.940002,70.940002,5056800
2020-03-18,66.800003,77.190002,65.610001,76.610001,76.610001,4420500
2020-03-19,76.529999,83.459999,74.519997,75.879997,75.879997,5673500
2020-03-20,77.000000,82.059998,75.305000,79.699997,79.699997,6081200
2020-03-23,80.010002,87.000000,79.589996,83.500000,83.500000,4712100
2020-03-24,88.000000,88.269997,84.059998,85.000000,85.000000,4768400
2020-03-25,85.000000,86.699997,80.250000,81.370003,81.370003,2700100
2020-03-26,82.019997,84.820000,81.271004,83.660004,83.660004,3292100
2020-03-27,83.059998,83.089996,79.739998,82.570000,82.570000,3329600
2020-03-30,83.980003,89.290001,83.199997,88.139999,88.139999,4910900
2020-03-31,88.080002,98.379997,87.919998,92.400002,92.400002,7079300
2020-04-01,90.820000,95.629997,88.750000,92.089996,92.089996,4680800
2020-04-02,92.449997,93.949997,82.609001,84.040001,84.040001,4900900
2020-04-03,84.260002,85.930000,78.720001,79.000000,79.000000,4043600
2020-04-06,81.629997,90.480003,80.550003,90.150002,90.150002,5594100
2020-04-07,90.910004,91.040001,86.010002,87.970001,87.970001,3167900
2020-04-08,88.989998,90.650002,85.839996,88.370003,88.370003,2399100
2020-04-09,89.000000,91.379997,86.129997,90.629997,90.629997,3370500
2020-04-13,91.440002,94.959999,90.040001,93.970001,93.970001,3264900
2020-04-14,95.690002,99.650002,95.040001,98.430000,98.430000,3830300
2020-04-15,97.930000,101.500000,95.919998,100.529999,100.529999,2883500
2020-04-16,102.900002,105.150002,99.010002,100.680000,100.680000,4618800
2020-04-17,99.430000,102.068001,96.790001,100.349998,100.349998,2906300
2020-04-20,101.370003,103.449997,100.599998,101.800003,101.800003,2576900
2020-04-21,102.250000,103.063004,96.550003,99.330002,99.330002,2885500
2020-04-22,100.709999,102.480003,98.250000,101.790001,101.790001,2746200
2020-04-23,101.830002,104.300003,100.500000,102.190002,102.190002,2624400
2020-04-24,103.250000,105.440002,100.114998,105.070000,105.070000,2934000
2020-04-27,106.709999,109.449997,106.199997,108.250000,108.250000,2462600
2020-04-28,109.519997,111.360001,103.300003,103.940002,103.940002,2910500
2020-04-29,103.419998,105.419998,100.709999,103.400002,103.400002,3220700
2020-04-30,103.589996,107.849998,103.293999,104.750000,104.750000,2305400
2020-05-01,103.190002,105.478996,101.879997,103.519997,103.519997,1431200
2020-05-04,103.430000,108.959999,103.160004,107.080002,107.080002,2089200
2020-05-05,109.000000,111.760002,107.360001,109.349998,109.349998,2006100
2020-05-06,110.879997,116.000000,110.879997,115.489998,115.489998,2984200
2020-05-07,117.379997,119.538002,115.110001,117.699997,117.699997,3750900
2020-05-08,118.480003,120.900002,115.660004,116.559998,116.559998,3157300
2020-05-11,117.680000,121.839996,117.500000,120.650002,120.650002,4238800
2020-05-12,122.000000,123.790001,118.120003,120.260002,120.260002,2618800
2020-05-13,121.110001,124.279999,115.570000,119.070000,119.070000,3581100
2020-05-14,118.300003,123.489998,117.110001,122.010002,122.010002,3045300
2020-05-15,121.750000,126.279999,121.470001,125.879997,125.879997,2596200
2020-05-18,126.779999,128.460007,121.610001,122.919998,122.919998,3901600
2020-05-19,124.139999,130.360001,123.389999,127.220001,127.220001,2963700
2020-05-20,130.000000,134.740005,127.330002,128.770004,128.770004,4327900
2020-05-21,132.000000,136.289993,131.080002,132.850006,132.850006,4879000
2020-05-22,136.169998,136.179993,131.639999,133.000000,133.000000,2937600
2020-05-26,136.009995,136.039993,126.500000,128.949997,128.949997,4884900
2020-05-27,126.650002,127.459999,118.209999,126.540001,126.540001,4472700
2020-05-28,126.750000,132.130005,126.540001,127.800003,127.800003,4278100
2020-05-29,130.029999,141.429993,129.899994,139.740005,139.740005,8932600
2020-06-01,142.350006,150.580002,140.449005,147.220001,147.220001,6854300
2020-06-02,151.970001,152.000000,141.029999,147.679993,147.679993,7561700
2020-06-03,146.860001,150.570007,145.220001,147.449997,147.449997,4485000
2020-06-04,147.750000,148.639999,138.539993,140.059998,140.059998,8408800
2020-06-05,139.820007,144.949997,131.259995,139.639999,139.639999,8238800
2020-06-08,136.990005,147.070007,135.419998,146.539993,146.539993,4928400
2020-06-09,145.410004,146.050003,140.339996,141.919998,141.919998,4231200
2020-06-10,144.500000,149.940002,143.660004,148.050003,148.050003,4206300
2020-06-11,145.000000,154.000000,144.289993,148.899994,148.899994,5593900
2020-06-12,152.059998,155.139999,146.279999,150.600006,150.600006,3983600
2020-06-15,154.880005,163.699997,152.863007,162.690002,162.690002,8193800
2020-06-16,164.940002,165.080002,158.184006,163.050003,163.050003,5554100
2020-06-17,164.270004,167.867996,160.929993,161.710007,161.710007,6208100
2020-06-18,161.710007,163.600006,160.410004,162.300003,162.300003,5971900
2020-06-19,163.070007,165.000000,160.000000,161.419998,161.419998,14150300
2020-06-22,164.330002,169.850006,163.490005,168.300003,168.300003,5687700
2020-06-23,170.339996,171.199997,165.389999,166.800003,166.800003,6113700
2020-06-24,167.410004,172.210007,163.729996,163.910004,163.910004,5546100
2020-06-25,165.000000,169.800003,161.630005,168.399994,168.399994,3364900
2020-06-26,168.770004,180.451004,164.220001,177.580002,177.580002,8570600
2020-06-29,176.240005,177.000000,166.613007,171.669998,171.669998,5126900
2020-06-30,172.358002,174.479996,169.770004,172.210007,172.210007,3462400
2020-07-01,171.250000,180.380005,170.800003,178.960007,178.960007,3770500
2020-07-02,181.000000,199.490005,178.514999,190.990005,190.990005,13225100
2020-07-06,196.449997,199.449997,190.000000,190.660004,190.660004,6495700
2020-07-07,191.389999,202.649994,189.585007,197.750000,197.750000,6189500
2020-07-08,200.970001,206.550003,200.279999,206.350006,206.350006,6248700
2020-07-09,211.500000,217.000000,206.589996,212.419998,212.419998,10243100
2020-07-10,212.529999,213.399994,204.149994,210.110001,210.110001,4808000
2020-07-13,211.509995,211.839005,185.139999,190.020004,190.020004,9412900
2020-07-14,191.000000,196.940002,181.500000,196.429993,196.429993,7466200
2020-07-15,193.929993,195.199997,188.339996,192.830002,192.830002,5429600
2020-07-16,190.000000,193.500000,186.201996,191.720001,191.720001,3771200
2020-07-17,191.100006,196.839996,188.660004,196.410004,196.410004,3102400
2020-07-20,197.899994,202.910004,196.580002,201.990005,201.990005,4309000
2020-07-21,203.820007,204.869995,198.292007,201.029999,201.029999,3955600
2020-07-22,201.369995,204.500000,199.330002,203.979996,203.979996,3011500
2020-07-23,204.000000,208.800003,196.610001,198.490005,198.490005,3302400
2020-07-24,193.000000,194.740005,186.770004,190.949997,190.949997,3984200
2020-07-27,191.649994,197.800003,188.710007,196.270004,196.270004,2341800
2020-07-28,196.270004,202.110001,195.139999,196.729996,196.729996,2475200
2020-07-29,198.600006,210.479996,198.600006,209.149994,209.149994,4529500
2020-07-30,206.110001,215.000000,205.000000,213.940002,213.940002,4382800
2020-07-31,216.880005,217.699997,210.345993,216.830002,216.830002,3083300
2020-08-03,218.720001,227.330002,218.330002,226.279999,226.279999,3207100
2020-08-04,225.199997,229.410004,221.240005,227.679993,227.679993,2598200
2020-08-05,227.679993,229.830002,225.059998,226.020004,226.020004,1962800
2020-08-06,226.750000,228.500000,212.059998,215.679993,215.679993,4525300
2020-08-07,215.190002,215.419998,199.169998,204.759995,204.759995,5653500
2020-08-10,206.360001,207.597000,193.600006,198.380005,198.380005,5004500
